Object Name, Agent Name, Position-X, Position-Z, Time (Seconds)
module node 10, smart agent 1, -15.18, -0.40, 0.96
door 5, smart agent 1, -13.74, -0.40, 1.44
door 5, smart agent 1, -13.74, -0.40, 2.46
module node 10, smart agent 1, -15.18, -0.40, 2.82
module node 13, smart agent 1, -18.18, 2.60, 4.36
door 8, smart agent 1, -18.18, 4.04, 4.84
module node 13, smart agent 1, -18.18, 2.60, 5.74
module node 12, smart agent 1, -21.18, -0.40, 7.16
door 7, smart agent 1, -22.62, -0.40, 7.66
door 7, smart agent 1, -22.62, -0.40, 7.76
door 7, smart agent 1, -22.62, -0.40, 9.18
module node 12, smart agent 1, -21.18, -0.40, 9.72
module node 11, smart agent 1, -18.18, -3.40, 11.22
door 6, smart agent 1, -18.18, -4.84, 11.70
door 6, smart agent 1, -18.18, -4.84, 11.74
module node 11, smart agent 1, -18.18, -3.40, 12.64
module node 13, smart agent 1, -18.18, 2.60, 14.36
door 8, smart agent 1, -18.18, 4.04, 14.84
door 8, smart agent 1, -18.18, 4.04, 16.38
module node 13, smart agent 1, -18.18, 2.60, 17.02
module node 10, smart agent 1, -15.18, -0.40, 18.48
door 5, smart agent 1, -13.74, -0.40, 18.94
door 5, smart agent 1, -13.74, -0.40, 19.04
module node 10, smart agent 1, -15.18, -0.40, 20.00
module node 11, smart agent 1, -18.18, -3.40, 21.50
door 6, smart agent 1, -18.18, -4.84, 21.96
door 6, smart agent 1, -18.18, -4.84, 22.02
module node 11, smart agent 1, -18.18, -3.40, 22.72
module node 12, smart agent 1, -21.18, -0.40, 24.32
door 7, smart agent 1, -22.62, -0.40, 24.80
door 7, smart agent 1, -22.62, -0.40, 26.34
module node 12, smart agent 1, -21.18, -0.40, 27.02
module node 13, smart agent 1, -18.18, 2.60, 28.54
door 8, smart agent 1, -18.18, 4.04, 29.02
door 8, smart agent 1, -18.18, 4.04, 29.04
module node 13, smart agent 1, -18.18, 2.60, 29.78
module node 10, smart agent 1, -15.18, -0.40, 31.38
door 5, smart agent 1, -13.74, -0.40, 31.84
door 5, smart agent 1, -13.74, -0.40, 33.40
module node 10, smart agent 1, -15.18, -0.40, 34.08
module node 11, smart agent 1, -18.18, -3.40, 35.62
door 6, smart agent 1, -18.18, -4.84, 36.08
door 6, smart agent 1, -18.18, -4.84, 36.10
module node 11, smart agent 1, -18.18, -3.40, 36.84
module node 12, smart agent 1, -21.18, -0.40, 38.44
door 7, smart agent 1, -22.62, -0.40, 38.92
door 7, smart agent 1, -22.62, -0.40, 40.46
module node 12, smart agent 1, -21.18, -0.40, 40.96
module node 13, smart agent 1, -18.18, 2.60, 42.50
door 8, smart agent 1, -18.18, 4.04, 42.96
door 8, smart agent 1, -18.18, 4.04, 42.98
module node 13, smart agent 1, -18.18, 2.60, 43.72
module node 10, smart agent 1, -15.18, -0.40, 45.32
door 5, smart agent 1, -13.74, -0.40, 45.80
door 5, smart agent 1, -13.74, -0.40, 47.34
module node 10, smart agent 1, -15.18, -0.40, 48.04
module node 11, smart agent 1, -18.18, -3.40, 49.56
door 6, smart agent 1, -18.18, -4.84, 50.04
door 6, smart agent 1, -18.18, -4.84, 50.06
module node 11, smart agent 1, -18.18, -3.40, 50.80
module node 12, smart agent 1, -21.18, -0.40, 52.40
door 7, smart agent 1, -22.62, -0.40, 52.86
door 7, smart agent 1, -22.62, -0.40, 54.42
module node 12, smart agent 1, -21.18, -0.40, 55.12
module node 13, smart agent 1, -18.18, 2.60, 56.64
door 8, smart agent 1, -18.18, 4.04, 57.12
door 8, smart agent 1, -18.18, 4.04, 57.14
module node 13, smart agent 1, -18.18, 2.60, 57.88
