Object Name, Agent Name, Position-X, Position-Z, Time (Seconds)
module node 10, smart agent 1, -15.18, -0.40, 0.96
module node 3, smart agent 2, -2.12, -2.12, 1.06
door 5, smart agent 1, -13.74, -0.40, 1.44
door 2, smart agent 2, -3.14, -3.14, 1.54
module node 13, smart agent 1, -18.18, 2.60, 5.10
module node 4, smart agent 2, -2.12, 2.12, 5.12
door 8, smart agent 1, -18.18, 4.04, 5.56
door 3, smart agent 2, -3.14, 3.14, 5.60
door 8, smart agent 1, -18.18, 4.04, 7.56
door 3, smart agent 2, -3.14, 3.14, 7.60
module node 13, smart agent 1, -18.18, 2.60, 8.00
module node 4, smart agent 2, -2.12, 2.12, 8.10
module node 11, smart agent 1, -18.18, -3.40, 9.70
module node 2, smart agent 2, 2.12, -2.12, 9.82
door 6, smart agent 1, -18.18, -4.84, 10.18
door 1, smart agent 2, 3.14, -3.14, 10.28
module node 11, smart agent 1, -18.18, -3.40, 11.06
door 1, smart agent 2, 3.14, -3.14, 12.32
door 6, smart agent 1, -18.18, -4.84, 12.36
module node 11, smart agent 1, -18.18, -3.40, 13.26
door 6, smart agent 1, -18.18, -4.84, 14.20
door 6, smart agent 1, -18.18, -4.84, 14.38
door 1, smart agent 2, 3.14, -3.14, 14.98
module node 11, smart agent 1, -18.18, -3.40, 15.18
module node 12, smart agent 1, -21.18, -0.40, 17.08
door 7, smart agent 1, -22.62, -0.40, 17.56
module node 5, smart agent 2, 2.12, 2.12, 18.96
door 4, smart agent 2, 3.14, 3.14, 19.42
door 7, smart agent 1, -22.62, -0.40, 19.54
door 7, smart agent 1, -22.62, -0.40, 19.58
