Object Name, Agent Name, Position-X, Position-Z, Time (Seconds)
module node 10, smart agent 1, -15.18, -0.40, 0.96
door 5, smart agent 1, -13.74, -0.40, 1.44
door 5, smart agent 1, -13.74, -0.40, 2.26
module node 10, smart agent 1, -15.18, -0.40, 2.94
module node 13, smart agent 1, -18.18, 2.60, 4.34
door 8, smart agent 1, -18.18, 4.04, 4.80
door 8, smart agent 1, -18.18, 4.04, 5.02
door 8, smart agent 1, -18.18, 4.04, 6.08
module node 13, smart agent 1, -18.18, 2.60, 6.82
module node 12, smart agent 1, -21.18, -0.40, 8.28
door 7, smart agent 1, -22.62, -0.40, 8.74
door 7, smart agent 1, -22.62, -0.40, 9.56
door 7, smart agent 1, -22.62, -0.40, 10.44
door 7, smart agent 1, -22.62, -0.40, 10.66
door 7, smart agent 1, -22.62, -0.40, 11.50
module node 12, smart agent 1, -21.18, -0.40, 12.00
module node 11, smart agent 1, -18.18, -3.40, 13.46
door 6, smart agent 1, -18.18, -4.84, 13.92
door 6, smart agent 1, -18.18, -4.84, 14.14
door 6, smart agent 1, -18.18, -4.84, 15.12
door 6, smart agent 1, -18.18, -4.84, 15.34
module node 10, smart agent 1, -15.18, -0.40, 17.64
door 5, smart agent 1, -13.74, -0.40, 18.10
door 5, smart agent 1, -13.74, -0.40, 18.78
door 5, smart agent 1, -13.74, -0.40, 19.00
door 5, smart agent 1, -13.74, -0.40, 19.92
door 5, smart agent 1, -13.74, -0.40, 20.14
door 5, smart agent 1, -13.74, -0.40, 20.36
