Object Name, Agent Name, Position-X, Position-Z, Time (Seconds)
module node 10, smart agent 1, -15.03, -0.41, 1.00
module node 3, smart agent 2, -2.12, -2.12, 1.06
door 5, smart agent 1, -13.59, -0.41, 1.48
door 2, smart agent 2, -3.14, -3.14, 1.54
module node 10, smart agent 1, -15.03, -0.41, 2.38
module node 3, smart agent 2, -2.12, -2.12, 2.42
module node 13, smart agent 1, -18.03, 2.59, 3.82
module node 2, smart agent 2, 2.12, -2.12, 3.86
door 8, smart agent 1, -18.03, 4.03, 4.28
door 1, smart agent 2, 3.14, -3.14, 4.32
door 8, smart agent 1, -18.03, 4.03, 4.40
module node 2, smart agent 2, 2.12, -2.12, 5.26
door 8, smart agent 1, -18.03, 4.03, 5.26
module node 13, smart agent 1, -18.03, 2.59, 5.72
module node 5, smart agent 2, 2.12, 2.12, 6.82
module node 12, smart agent 1, -21.03, -0.41, 7.24
door 4, smart agent 2, 3.14, 3.14, 7.30
door 7, smart agent 1, -22.47, -0.41, 7.72
door 7, smart agent 1, -22.47, -0.41, 7.74
module node 12, smart agent 1, -21.03, -0.41, 8.64
door 4, smart agent 2, 3.14, 3.14, 8.84
module node 5, smart agent 2, 2.12, 2.12, 9.36
module node 11, smart agent 1, -18.03, -3.41, 10.10
door 6, smart agent 1, -18.03, -4.85, 10.56
door 6, smart agent 1, -18.03, -4.85, 10.66
module node 4, smart agent 2, -2.12, 2.12, 10.86
door 3, smart agent 2, -3.14, 3.14, 11.34
door 3, smart agent 2, -3.14, 3.14, 11.38
door 6, smart agent 1, -18.03, -4.85, 12.12
door 6, smart agent 1, -18.03, -4.85, 12.58
module node 11, smart agent 1, -18.03, -3.41, 13.08
module node 10, smart agent 1, -15.03, -0.41, 14.68
door 5, smart agent 1, -13.59, -0.41, 15.16
