Object Name, Agent Name, Position-X, Position-Z, Time (Seconds)
module node 3, smart agent 2, -2.12, -2.12, 0.86
module node 10, smart agent 1, -15.18, -0.40, 0.96
door 2, smart agent 2, -3.14, -3.14, 1.32
door 5, smart agent 1, -13.74, -0.40, 1.44
door 2, smart agent 2, -3.14, -3.14, 1.64
door 2, smart agent 2, -3.14, -3.14, 2.22
door 5, smart agent 1, -13.74, -0.40, 2.24
module node 10, smart agent 1, -15.18, -0.40, 2.84
door 2, smart agent 2, -3.14, -3.14, 2.88
module node 3, smart agent 2, -2.12, -2.12, 3.38
module node 13, smart agent 1, -18.18, 2.60, 4.42
module node 4, smart agent 2, -2.12, 2.12, 4.72
door 8, smart agent 1, -18.18, 4.04, 4.88
door 3, smart agent 2, -3.14, 3.14, 5.06
door 8, smart agent 1, -18.18, 4.04, 5.10
door 3, smart agent 2, -3.14, 3.14, 5.48
door 3, smart agent 2, -3.14, 3.14, 6.08
door 8, smart agent 1, -18.18, 4.04, 6.20
module node 13, smart agent 1, -18.18, 2.60, 6.72
module node 4, smart agent 2, -2.12, 2.12, 6.80
module node 5, smart agent 2, 2.12, 2.12, 8.18
module node 12, smart agent 1, -21.18, -0.40, 8.30
door 4, smart agent 2, 3.14, 3.14, 8.52
door 4, smart agent 2, 3.14, 3.14, 8.74
door 7, smart agent 1, -22.62, -0.40, 8.76
door 4, smart agent 2, 3.14, 3.14, 9.28
door 7, smart agent 1, -22.62, -0.40, 9.54
door 4, smart agent 2, 3.14, 3.14, 9.74
door 4, smart agent 2, 3.14, 3.14, 10.26
door 7, smart agent 1, -22.62, -0.40, 10.40
door 4, smart agent 2, 3.14, 3.14, 10.48
door 7, smart agent 1, -22.62, -0.40, 10.62
module node 5, smart agent 2, 2.12, 2.12, 10.74
door 7, smart agent 1, -22.62, -0.40, 11.64
module node 2, smart agent 2, 2.12, -2.12, 12.46
module node 12, smart agent 1, -21.18, -0.40, 12.50
door 1, smart agent 2, 3.14, -3.14, 12.80
door 1, smart agent 2, 3.14, -3.14, 13.02
door 1, smart agent 2, 3.14, -3.14, 13.48
module node 11, smart agent 1, -18.18, -3.40, 13.96
door 1, smart agent 2, 3.14, -3.14, 13.96
door 6, smart agent 1, -18.18, -4.84, 14.40
door 1, smart agent 2, 3.14, -3.14, 14.50
door 6, smart agent 1, -18.18, -4.84, 14.62
door 1, smart agent 2, 3.14, -3.14, 15.14
door 6, smart agent 1, -18.18, -4.84, 15.60
door 6, smart agent 1, -18.18, -4.84, 15.82
module node 2, smart agent 2, 2.12, -2.12, 15.86
module node 4, smart agent 2, -2.12, 2.12, 17.58
door 3, smart agent 2, -3.14, 3.14, 18.06
module node 10, smart agent 1, -15.18, -0.40, 18.08
door 3, smart agent 2, -3.14, 3.14, 18.34
door 5, smart agent 1, -13.74, -0.40, 18.54
door 3, smart agent 2, -3.14, 3.14, 18.92
door 5, smart agent 1, -13.74, -0.40, 19.24
door 3, smart agent 2, -3.14, 3.14, 19.40
door 5, smart agent 1, -13.74, -0.40, 19.46
door 3, smart agent 2, -3.14, 3.14, 19.62
door 5, smart agent 1, -13.74, -0.40, 19.68
door 3, smart agent 2, -3.14, 3.14, 19.84
door 5, smart agent 1, -13.74, -0.40, 19.90
door 3, smart agent 2, -3.14, 3.14, 20.06
door 3, smart agent 2, -3.14, 3.14, 20.28
door 3, smart agent 2, -3.14, 3.14, 20.50
module node 10, smart agent 1, -15.18, -0.40, 20.62
door 3, smart agent 2, -3.14, 3.14, 20.72
module node 4, smart agent 2, -2.12, 2.12, 21.20
module node 13, smart agent 1, -18.18, 2.60, 22.14
door 8, smart agent 1, -18.18, 4.04, 22.62
module node 3, smart agent 2, -2.12, -2.12, 22.66
door 8, smart agent 1, -18.18, 4.04, 22.84
door 2, smart agent 2, -3.14, -3.14, 23.00
door 8, smart agent 1, -18.18, 4.04, 23.06
door 2, smart agent 2, -3.14, -3.14, 23.22
door 8, smart agent 1, -18.18, 4.04, 23.28
door 2, smart agent 2, -3.14, -3.14, 23.44
door 8, smart agent 1, -18.18, 4.04, 23.50
door 2, smart agent 2, -3.14, -3.14, 23.66
door 8, smart agent 1, -18.18, 4.04, 23.72
door 2, smart agent 2, -3.14, -3.14, 23.88
door 2, smart agent 2, -3.14, -3.14, 24.10
door 2, smart agent 2, -3.14, -3.14, 24.32
module node 13, smart agent 1, -18.18, 2.60, 24.44
door 2, smart agent 2, -3.14, -3.14, 24.54
module node 3, smart agent 2, -2.12, -2.12, 25.02
module node 11, smart agent 1, -18.18, -3.40, 26.16
module node 2, smart agent 2, 2.12, -2.12, 26.48
door 6, smart agent 1, -18.18, -4.84, 26.62
door 1, smart agent 2, 3.14, -3.14, 26.82
door 6, smart agent 1, -18.18, -4.84, 26.84
door 1, smart agent 2, 3.14, -3.14, 27.04
door 6, smart agent 1, -18.18, -4.84, 27.06
door 1, smart agent 2, 3.14, -3.14, 27.26
door 6, smart agent 1, -18.18, -4.84, 27.28
door 1, smart agent 2, 3.14, -3.14, 27.48
door 6, smart agent 1, -18.18, -4.84, 27.50
door 1, smart agent 2, 3.14, -3.14, 27.70
door 6, smart agent 1, -18.18, -4.84, 27.72
door 1, smart agent 2, 3.14, -3.14, 27.92
door 6, smart agent 1, -18.18, -4.84, 27.94
door 1, smart agent 2, 3.14, -3.14, 28.14
door 6, smart agent 1, -18.18, -4.84, 28.16
door 1, smart agent 2, 3.14, -3.14, 28.36
module node 2, smart agent 2, 2.12, -2.12, 28.86
module node 11, smart agent 1, -18.18, -3.40, 28.86
module node 5, smart agent 2, 2.12, 2.12, 30.32
module node 12, smart agent 1, -21.18, -0.40, 30.40
door 4, smart agent 2, 3.14, 3.14, 30.66
door 7, smart agent 1, -22.62, -0.40, 30.88
door 4, smart agent 2, 3.14, 3.14, 30.88
door 4, smart agent 2, 3.14, 3.14, 31.10
door 7, smart agent 1, -22.62, -0.40, 31.10
door 4, smart agent 2, 3.14, 3.14, 31.32
door 7, smart agent 1, -22.62, -0.40, 31.32
door 4, smart agent 2, 3.14, 3.14, 31.54
door 7, smart agent 1, -22.62, -0.40, 31.54
door 4, smart agent 2, 3.14, 3.14, 31.76
door 7, smart agent 1, -22.62, -0.40, 31.76
door 4, smart agent 2, 3.14, 3.14, 31.98
door 7, smart agent 1, -22.62, -0.40, 31.98
door 4, smart agent 2, 3.14, 3.14, 32.20
door 7, smart agent 1, -22.62, -0.40, 32.20
door 4, smart agent 2, 3.14, 3.14, 32.42
door 7, smart agent 1, -22.62, -0.40, 32.42
module node 5, smart agent 2, 2.12, 2.12, 32.90
module node 12, smart agent 1, -21.18, -0.40, 33.12
module node 3, smart agent 2, -2.12, -2.12, 34.62
module node 10, smart agent 1, -15.18, -0.40, 34.84
door 2, smart agent 2, -3.14, -3.14, 35.10
door 5, smart agent 1, -13.74, -0.40, 35.30
door 2, smart agent 2, -3.14, -3.14, 35.32
door 5, smart agent 1, -13.74, -0.40, 35.52
door 2, smart agent 2, -3.14, -3.14, 35.54
door 5, smart agent 1, -13.74, -0.40, 35.74
door 2, smart agent 2, -3.14, -3.14, 35.76
door 5, smart agent 1, -13.74, -0.40, 35.96
door 2, smart agent 2, -3.14, -3.14, 35.98
door 5, smart agent 1, -13.74, -0.40, 36.18
door 2, smart agent 2, -3.14, -3.14, 36.20
door 5, smart agent 1, -13.74, -0.40, 36.40
door 2, smart agent 2, -3.14, -3.14, 36.42
door 5, smart agent 1, -13.74, -0.40, 36.62
door 2, smart agent 2, -3.14, -3.14, 36.64
door 5, smart agent 1, -13.74, -0.40, 36.84
door 2, smart agent 2, -3.14, -3.14, 36.86
door 5, smart agent 1, -13.74, -0.40, 37.06
