Object Name, Agent Name, Position-X, Position-Z, Time (Seconds)
room node 22, smart agent 22, -16.00, 8.33, 0.00
room node 20, smart agent 20, -16.00, -3.67, 0.00
room node 10, smart agent 10, -15.89, -18.99, 0.00
room node 8, smart agent 8, -15.89, -30.99, 0.00
room node 21, smart agent 21, -7.00, 8.33, 0.00
room node 19, smart agent 19, -7.00, -3.67, 0.00
room node 9, smart agent 9, -6.89, -18.99, 0.00
room node 7, smart agent 7, -6.89, -30.99, 0.00
room node 14, smart agent 14, -1.19, -6.09, 0.00
room node 11, smart agent 11, -1.14, 10.71, 0.00
room node 1, smart agent 1, 0.05, -19.06, 0.00
room node 2, smart agent 2, 0.17, -32.00, 0.00
room node 13, smart agent 13, 1.22, -1.66, 0.00
room node 12, smart agent 12, 1.43, 6.73, 0.00
room node 16, smart agent 16, 7.00, -3.67, 0.00
room node 18, smart agent 18, 7.00, 8.33, 0.00
room node 4, smart agent 4, 7.11, -30.99, 0.00
room node 6, smart agent 6, 7.11, -18.99, 0.00
room node 15, smart agent 15, 16.00, -3.67, 0.00
room node 17, smart agent 17, 16.00, 8.33, 0.00
room node 3, smart agent 3, 16.11, -30.99, 0.00
room node 5, smart agent 5, 16.11, -18.99, 0.00
stair 1:F2, smart agent 1, 1.28, -17.07, 0.94
stair 1:F1, smart agent 1, 1.22, 4.24, 0.94
door 28, smart agent 13, 0.19, 0.20, 1.02
door 27, smart agent 13, 0.06, 0.20, 1.04
door 26, smart agent 12, -0.38, 6.77, 1.34
door 30, smart agent 14, -0.50, -2.61, 1.36
door 25, smart agent 11, -0.38, 6.89, 1.54
door 13, smart agent 7, -3.89, -26.55, 1.88
door 35, smart agent 19, -4.00, 0.77, 1.88
door 36, smart agent 20, -13.00, 0.77, 1.88
door 16, smart agent 10, -12.89, -23.43, 1.88
door 14, smart agent 8, -12.89, -26.55, 1.88
door 37, smart agent 21, -4.00, 3.89, 1.88
door 15, smart agent 9, -3.89, -23.43, 1.88
door 32, smart agent 16, 10.00, 0.77, 1.88
door 10, smart agent 4, 10.11, -26.55, 1.88
door 11, smart agent 5, 13.11, -23.43, 1.88
door 33, smart agent 17, 13.00, 3.89, 1.90
door 9, smart agent 3, 13.11, -26.55, 1.90
door 31, smart agent 15, 13.00, 0.77, 1.90
door 38, smart agent 22, -13.00, 3.89, 1.90
door 12, smart agent 6, 10.11, -23.43, 1.90
door 34, smart agent 18, 10.00, 3.89, 1.90
door 25, smart agent 12, -0.38, 6.89, 2.10
door 29, smart agent 14, -0.50, -2.48, 2.14
door 26, smart agent 1, -0.38, 6.77, 2.16
door 29, smart agent 14, -0.50, -2.48, 2.30
module node 23, smart agent 20, -13.00, 2.33, 2.34
door 29, smart agent 14, -0.50, -2.48, 2.34
module node 17, smart agent 15, 13.00, 2.33, 2.38
module node 20, smart agent 21, -4.00, 2.33, 2.40
door 30, smart agent 14, -0.50, -2.61, 2.40
module node 20, smart agent 19, -4.00, 2.33, 2.42
module node 23, smart agent 22, -13.00, 2.33, 2.42
door 26, smart agent 11, -0.38, 6.77, 2.42
module node 17, smart agent 17, 13.00, 2.33, 2.44
door 25, smart agent 12, -0.38, 6.89, 2.58
door 26, smart agent 12, -0.38, 6.77, 2.60
door 8, smart agent 8, -12.89, -26.43, 2.66
door 5, smart agent 9, -3.89, -23.55, 2.66
door 1, smart agent 6, 10.11, -23.55, 2.66
door 4, smart agent 3, 13.11, -26.43, 2.66
door 3, smart agent 5, 13.11, -23.55, 2.68
door 7, smart agent 10, -12.89, -23.55, 2.68
module node 4, smart agent 3, 13.11, -24.99, 2.68
door 2, smart agent 4, 10.11, -26.43, 2.68
module node 7, smart agent 9, -3.89, -24.99, 2.68
module node 10, smart agent 8, -12.89, -24.99, 2.68
module node 3, smart agent 4, 10.11, -24.99, 2.70
door 25, smart agent 1, -0.38, 6.89, 2.86
door 4, smart agent 3, 13.11, -26.43, 3.08
module node 22, smart agent 21, -7.00, 2.33, 3.32
module node 22, smart agent 19, -7.00, 2.33, 3.34
module node 10, smart agent 10, -12.89, -24.99, 3.42
module node 3, smart agent 6, 10.11, -24.99, 3.52
module node 7, smart agent 9, -3.89, -24.99, 3.56
module node 3, smart agent 4, 10.11, -24.99, 3.64
door 27, smart agent 14, 0.06, 0.20, 3.78
module node 10, smart agent 8, -12.89, -24.99, 3.82
door 25, smart agent 1, -0.38, 6.89, 3.84
door 2, smart agent 6, 10.11, -26.43, 4.00
door 6, smart agent 9, -3.89, -26.43, 4.04
door 3, smart agent 3, 13.11, -23.55, 4.06
room node 1, smart agent 7, 0.05, -19.06, 4.12
door 8, smart agent 10, -12.89, -26.43, 4.16
door 1, smart agent 4, 10.11, -23.55, 4.16
module node 21, smart agent 19, -10.00, 2.33, 4.20
door 1, smart agent 5, 10.11, -23.55, 4.26
door 7, smart agent 8, -12.89, -23.55, 4.40
door 2, smart agent 6, 10.11, -26.43, 4.50
stair 1:F2, smart agent 2, 1.28, -17.07, 4.56
stair 1:F1, smart agent 2, 1.22, 4.24, 4.56
stair 1:F2, smart agent 2, 1.28, -17.07, 4.56
stair 1:F1, smart agent 2, 1.22, 4.24, 4.56
door 8, smart agent 10, -12.89, -26.43, 4.58
exit 3, smart agent 20, -20.44, 1.45, 4.60
exit 1, smart agent 15, 20.44, 1.45, 4.60
exit 2, smart agent 17, 20.44, 3.20, 4.66
exit 4, smart agent 22, -20.44, 3.20, 4.68
module node 20, smart agent 11, -4.00, 2.33, 4.74
stair 1:F2, smart agent 7, 1.28, -17.07, 4.74
stair 1:F1, smart agent 7, 1.22, 4.24, 4.74
door 14, smart agent 10, -12.89, -26.55, 4.82
door 10, smart agent 6, 10.11, -26.55, 4.82
door 13, smart agent 9, -3.89, -26.55, 4.84
door 11, smart agent 3, 13.11, -23.43, 4.84
door 12, smart agent 4, 10.11, -23.43, 4.90
exit 1, smart agent 16, 20.44, 1.45, 4.92
exit 2, smart agent 18, 20.44, 3.20, 5.00
door 1, smart agent 5, 10.11, -23.55, 5.06
module node 23, smart agent 19, -13.00, 2.33, 5.08
door 14, smart agent 10, -12.89, -26.55, 5.14
door 16, smart agent 8, -12.89, -23.43, 5.20
door 11, smart agent 3, 13.11, -23.43, 5.24
door 10, smart agent 6, 10.11, -26.55, 5.26
door 13, smart agent 9, -3.89, -26.55, 5.28
door 26, smart agent 2, -0.38, 6.77, 5.38
door 12, smart agent 4, 10.11, -23.43, 5.42
door 14, smart agent 10, -12.89, -26.55, 5.44
door 10, smart agent 6, 10.11, -26.55, 5.54
door 11, smart agent 3, 13.11, -23.43, 5.56
door 16, smart agent 8, -12.89, -23.43, 5.60
module node 22, smart agent 11, -7.00, 2.33, 5.62
door 13, smart agent 9, -3.89, -26.55, 5.64
door 26, smart agent 7, -0.38, 6.77, 5.72
door 12, smart agent 5, 10.11, -23.43, 5.78
door 14, smart agent 10, -12.89, -26.55, 5.84
door 10, smart agent 6, 10.11, -26.55, 5.88
module node 25, smart agent 19, -16.00, 2.33, 5.96
door 16, smart agent 8, -12.89, -23.43, 6.00
module node 20, smart agent 1, -4.00, 2.33, 6.00
door 12, smart agent 5, 10.11, -23.43, 6.10
door 14, smart agent 10, -12.89, -26.55, 6.20
door 10, smart agent 6, 10.11, -26.55, 6.24
module node 3, smart agent 5, 10.11, -24.99, 6.44
door 25, smart agent 2, -0.38, 6.89, 6.46
module node 10, smart agent 10, -12.89, -24.99, 6.66
door 25, smart agent 7, -0.38, 6.89, 6.68
module node 9, smart agent 9, -6.89, -24.99, 6.70
door 25, smart agent 2, -0.38, 6.89, 6.76
door 25, smart agent 2, -0.38, 6.89, 6.82
module node 22, smart agent 1, -7.00, 2.33, 6.86
door 26, smart agent 2, -0.38, 6.77, 6.88
module node 8, smart agent 8, -9.89, -24.99, 6.90
door 2, smart agent 5, 10.11, -26.43, 6.98
door 3, smart agent 4, 13.11, -23.55, 7.04
door 25, smart agent 7, -0.38, 6.89, 7.08
door 25, smart agent 7, -0.38, 6.89, 7.16
exit 4, smart agent 21, -20.44, 3.20, 7.18
door 26, smart agent 7, -0.38, 6.77, 7.22
exit 3, smart agent 13, -20.44, 1.45, 7.26
door 1, smart agent 3, 10.11, -23.55, 7.30
exit 3, smart agent 19, -20.44, 1.45, 7.34
module node 8, smart agent 10, -9.89, -24.99, 7.60
door 10, smart agent 5, 10.11, -26.55, 7.66
door 11, smart agent 4, 13.11, -23.43, 7.76
door 4, smart agent 6, 13.11, -26.43, 7.90
door 10, smart agent 5, 10.11, -26.55, 8.08
door 11, smart agent 4, 13.11, -23.43, 8.08
door 1, smart agent 3, 10.11, -23.55, 8.12
door 8, smart agent 9, -12.89, -26.43, 8.54
door 11, smart agent 4, 13.11, -23.43, 8.58
door 4, smart agent 6, 13.11, -26.43, 8.62
door 5, smart agent 8, -3.89, -23.55, 8.80
door 12, smart agent 3, 10.11, -23.43, 8.92
door 11, smart agent 4, 13.11, -23.43, 8.94
module node 20, smart agent 2, -4.00, 2.33, 9.04
door 9, smart agent 6, 13.11, -26.55, 9.22
door 8, smart agent 9, -12.89, -26.43, 9.22
door 12, smart agent 3, 10.11, -23.43, 9.22
module node 4, smart agent 4, 13.11, -24.99, 9.24
door 5, smart agent 8, -3.89, -23.55, 9.34
module node 20, smart agent 7, -4.00, 2.33, 9.44
door 4, smart agent 5, 13.11, -26.43, 9.48
exit 4, smart agent 11, -20.44, 3.20, 9.48
door 12, smart agent 3, 10.11, -23.43, 9.52
door 6, smart agent 10, -3.89, -26.43, 9.54
exit 4, smart agent 12, -20.44, 3.20, 9.68
door 9, smart agent 6, 13.11, -26.55, 9.76
door 12, smart agent 3, 10.11, -23.43, 9.76
door 4, smart agent 4, 13.11, -26.43, 9.80
door 15, smart agent 8, -3.89, -23.43, 9.82
module node 22, smart agent 2, -7.00, 2.33, 9.92
door 14, smart agent 9, -12.89, -26.55, 9.92
exit 3, smart agent 14, -20.44, 1.45, 10.02
module node 4, smart agent 6, 13.11, -24.99, 10.06
door 12, smart agent 3, 10.11, -23.43, 10.22
door 14, smart agent 9, -12.89, -26.55, 10.24
door 4, smart agent 5, 13.11, -26.43, 10.26
module node 22, smart agent 7, -7.00, 2.33, 10.30
door 15, smart agent 8, -3.89, -23.43, 10.50
door 3, smart agent 6, 13.11, -23.55, 10.54
door 12, smart agent 3, 10.11, -23.43, 10.58
door 14, smart agent 9, -12.89, -26.55, 10.60
door 9, smart agent 5, 13.11, -26.55, 10.70
exit 4, smart agent 1, -20.44, 3.20, 10.74
door 9, smart agent 4, 13.11, -26.55, 10.78
module node 10, smart agent 9, -12.89, -24.99, 10.84
door 15, smart agent 8, -3.89, -23.43, 10.86
module node 3, smart agent 3, 10.11, -24.99, 10.88
module node 7, smart agent 8, -3.89, -24.99, 11.04
module node 21, smart agent 7, -10.00, 2.33, 11.18
door 9, smart agent 4, 13.11, -26.55, 11.24
door 9, smart agent 5, 13.11, -26.55, 11.30
door 11, smart agent 6, 13.11, -23.43, 11.34
door 7, smart agent 9, -12.89, -23.55, 11.36
door 2, smart agent 3, 10.11, -26.43, 11.42
door 6, smart agent 8, -3.89, -26.43, 11.52
door 9, smart agent 5, 13.11, -26.55, 11.70
door 11, smart agent 6, 13.11, -23.43, 11.80
module node 4, smart agent 5, 13.11, -24.99, 12.08
door 16, smart agent 9, -12.89, -23.43, 12.12
door 11, smart agent 6, 13.11, -23.43, 12.16
door 10, smart agent 3, 10.11, -26.55, 12.18
room node 1, smart agent 10, 0.05, -19.06, 12.20
door 13, smart agent 8, -3.89, -26.55, 12.30
module node 4, smart agent 6, 13.11, -24.99, 12.42
door 16, smart agent 9, -12.89, -23.43, 12.52
door 3, smart agent 5, 13.11, -23.55, 12.60
door 10, smart agent 3, 10.11, -26.55, 12.64
door 13, smart agent 8, -3.89, -26.55, 12.76
door 16, smart agent 9, -12.89, -23.43, 12.84
stair 1:F2, smart agent 10, 1.28, -17.07, 12.84
stair 1:F1, smart agent 10, 1.22, 4.24, 12.84
door 3, smart agent 6, 13.11, -23.55, 12.98
module node 2, smart agent 4, 7.11, -24.99, 13.04
module node 3, smart agent 3, 10.11, -24.99, 13.10
module node 10, smart agent 9, -12.89, -24.99, 13.10
door 13, smart agent 8, -3.89, -26.55, 13.22
door 11, smart agent 5, 13.11, -23.43, 13.50
door 7, smart agent 9, -12.89, -23.55, 13.68
door 26, smart agent 10, -0.38, 6.77, 13.76
exit 4, smart agent 2, -20.44, 3.20, 13.80
module node 2, smart agent 3, 7.11, -24.99, 13.82
door 11, smart agent 5, 13.11, -23.43, 13.90
module node 1, smart agent 4, 4.11, -24.99, 13.90
exit 4, smart agent 7, -20.44, 3.20, 14.20
