Object Name, Agent Name, Position-X, Position-Z, Time (Seconds)
module node 10, smart agent 1, -15.18, -0.40, 0.96
door 5, smart agent 1, -13.74, -0.40, 1.44
module node 13, smart agent 1, -18.18, 2.60, 5.10
door 8, smart agent 1, -18.18, 4.04, 5.56
door 8, smart agent 1, -18.18, 4.04, 7.56
module node 13, smart agent 1, -18.18, 2.60, 7.98
module node 11, smart agent 1, -18.18, -3.40, 9.70
door 6, smart agent 1, -18.18, -4.84, 10.16
module node 11, smart agent 1, -18.18, -3.40, 11.06
door 6, smart agent 1, -18.18, -4.84, 12.38
module node 11, smart agent 1, -18.18, -3.40, 13.26
door 6, smart agent 1, -18.18, -4.84, 14.98
module node 11, smart agent 1, -18.18, -3.40, 15.86
module node 12, smart agent 1, -21.18, -0.40, 18.70
door 7, smart agent 1, -22.62, -0.40, 19.12
door 7, smart agent 1, -22.62, -0.40, 20.72
door 7, smart agent 1, -22.62, -0.40, 21.14
