Object Name, Agent Name, Position-X, Position-Z, Time (Seconds)
module node 3, smart agent 2, -2.12, -2.12, 1.06
module node 12, smart agent 1, -20.51, -0.41, 1.14
door 2, smart agent 2, -3.14, -3.14, 1.54
door 7, smart agent 1, -21.95, -0.41, 1.60
module node 3, smart agent 2, -2.12, -2.12, 2.42
module node 12, smart agent 1, -20.51, -0.41, 2.48
module node 2, smart agent 2, 2.12, -2.12, 3.86
module node 13, smart agent 1, -17.51, 2.59, 4.02
door 1, smart agent 2, 3.14, -3.14, 4.32
door 8, smart agent 1, -17.51, 4.03, 4.50
door 8, smart agent 1, -17.51, 4.03, 4.68
door 1, smart agent 2, 3.14, -3.14, 4.68
module node 2, smart agent 2, 2.12, -2.12, 5.24
door 8, smart agent 1, -17.51, 4.03, 5.84
module node 13, smart agent 1, -17.51, 2.59, 6.30
module node 5, smart agent 2, 2.12, 2.12, 6.82
door 4, smart agent 2, 3.14, 3.14, 7.30
module node 10, smart agent 1, -14.51, -0.41, 7.84
door 5, smart agent 1, -13.07, -0.41, 8.32
door 4, smart agent 2, 3.14, 3.14, 8.84
module node 5, smart agent 2, 2.12, 2.12, 9.34
module node 4, smart agent 2, -2.12, 2.12, 10.86
door 3, smart agent 2, -3.14, 3.14, 11.34
door 3, smart agent 2, -3.14, 3.14, 11.36
