Object Name, Agent Name, Position-X, Position-Z, Time (Seconds)
room node 22, smart agent 22, -16.00, 8.33, 0.00
room node 20, smart agent 20, -16.00, -3.67, 0.00
room node 10, smart agent 10, -15.89, -18.99, 0.00
room node 8, smart agent 8, -15.89, -30.99, 0.00
room node 21, smart agent 21, -7.00, 8.33, 0.00
room node 19, smart agent 19, -7.00, -3.67, 0.00
room node 9, smart agent 9, -6.89, -18.99, 0.00
room node 7, smart agent 7, -6.89, -30.99, 0.00
room node 14, smart agent 14, -1.19, -6.09, 0.00
room node 11, smart agent 11, -1.14, 10.71, 0.00
room node 1, smart agent 1, 0.05, -19.06, 0.00
room node 2, smart agent 2, 0.17, -32.00, 0.00
room node 13, smart agent 13, 1.22, -1.66, 0.00
room node 12, smart agent 12, 1.43, 6.73, 0.00
room node 16, smart agent 16, 7.00, -3.67, 0.00
room node 18, smart agent 18, 7.00, 8.33, 0.00
room node 4, smart agent 4, 7.11, -30.99, 0.00
room node 6, smart agent 6, 7.11, -18.99, 0.00
room node 15, smart agent 15, 16.00, -3.67, 0.00
room node 17, smart agent 17, 16.00, 8.33, 0.00
room node 3, smart agent 3, 16.11, -30.99, 0.00
room node 5, smart agent 5, 16.11, -18.99, 0.00
stair 1:F2, smart agent 1, 1.28, -17.07, 0.94
stair 1:F1, smart agent 1, 1.22, 4.24, 0.94
door 28, smart agent 13, 0.19, 0.20, 1.02
door 27, smart agent 13, 0.06, 0.20, 1.04
door 30, smart agent 14, -0.50, -2.61, 1.36
door 26, smart agent 12, -0.38, 6.77, 1.38
door 25, smart agent 11, -0.38, 6.89, 1.54
door 13, smart agent 7, -3.89, -26.55, 1.88
door 36, smart agent 20, -13.00, 0.77, 1.88
door 14, smart agent 8, -12.89, -26.55, 1.88
door 15, smart agent 9, -3.89, -23.43, 1.88
door 16, smart agent 10, -12.89, -23.43, 1.90
door 32, smart agent 16, 10.00, 0.77, 1.90
door 37, smart agent 21, -4.00, 3.89, 1.90
door 12, smart agent 6, 10.11, -23.43, 1.90
door 33, smart agent 17, 13.00, 3.89, 1.90
door 31, smart agent 15, 13.00, 0.77, 1.90
door 10, smart agent 4, 10.11, -26.55, 1.90
door 34, smart agent 18, 10.00, 3.89, 1.90
door 38, smart agent 22, -13.00, 3.89, 1.90
door 35, smart agent 19, -4.00, 0.77, 1.90
door 9, smart agent 3, 13.11, -26.55, 1.92
door 11, smart agent 5, 13.11, -23.43, 1.92
door 25, smart agent 12, -0.38, 6.89, 2.12
door 29, smart agent 14, -0.50, -2.48, 2.16
door 26, smart agent 11, -0.38, 6.77, 2.28
door 29, smart agent 14, -0.50, -2.48, 2.30
door 29, smart agent 14, -0.50, -2.48, 2.34
module node 23, smart agent 20, -13.00, 2.33, 2.36
module node 17, smart agent 15, 13.00, 2.33, 2.36
door 26, smart agent 1, -0.38, 6.77, 2.38
module node 20, smart agent 21, -4.00, 2.33, 2.42
door 30, smart agent 14, -0.50, -2.61, 2.42
module node 20, smart agent 19, -4.00, 2.33, 2.44
module node 17, smart agent 17, 13.00, 2.33, 2.48
module node 23, smart agent 22, -13.00, 2.33, 2.48
door 1, smart agent 6, 10.11, -23.55, 2.64
door 2, smart agent 4, 10.11, -26.43, 2.66
door 8, smart agent 8, -12.89, -26.43, 2.68
door 5, smart agent 9, -3.89, -23.55, 2.68
door 3, smart agent 5, 13.11, -23.55, 2.70
door 7, smart agent 10, -12.89, -23.55, 2.70
door 4, smart agent 3, 13.11, -26.43, 2.70
module node 7, smart agent 9, -3.89, -24.99, 2.70
module node 10, smart agent 8, -12.89, -24.99, 2.70
module node 4, smart agent 3, 13.11, -24.99, 2.72
module node 4, smart agent 5, 13.11, -24.99, 2.72
door 25, smart agent 12, -0.38, 6.89, 2.76
door 26, smart agent 12, -0.38, 6.77, 2.78
door 25, smart agent 1, -0.38, 6.89, 2.86
door 4, smart agent 3, 13.11, -26.43, 3.06
door 3, smart agent 5, 13.11, -23.55, 3.08
door 25, smart agent 1, -0.38, 6.89, 3.26
module node 22, smart agent 21, -7.00, 2.33, 3.34
module node 22, smart agent 19, -7.00, 2.33, 3.36
module node 10, smart agent 10, -12.89, -24.99, 3.44
module node 7, smart agent 9, -3.89, -24.99, 3.62
module node 10, smart agent 8, -12.89, -24.99, 3.68
door 27, smart agent 14, 0.06, 0.20, 3.70
door 4, smart agent 4, 13.11, -26.43, 3.74
module node 4, smart agent 5, 13.11, -24.99, 3.76
door 3, smart agent 6, 13.11, -23.55, 3.82
door 25, smart agent 1, -0.38, 6.89, 3.96
door 8, smart agent 10, -12.89, -26.43, 4.04
door 6, smart agent 9, -3.89, -26.43, 4.10
room node 1, smart agent 7, 0.05, -19.06, 4.14
door 7, smart agent 8, -12.89, -23.55, 4.18
door 4, smart agent 5, 13.11, -26.43, 4.18
module node 21, smart agent 19, -10.00, 2.33, 4.24
door 3, smart agent 3, 13.11, -23.55, 4.24
door 8, smart agent 10, -12.89, -26.43, 4.44
door 3, smart agent 6, 13.11, -23.55, 4.54
door 4, smart agent 4, 13.11, -26.43, 4.56
stair 1:F2, smart agent 2, 1.28, -17.07, 4.58
stair 1:F1, smart agent 2, 1.22, 4.24, 4.58
stair 1:F2, smart agent 2, 1.28, -17.07, 4.58
stair 1:F1, smart agent 2, 1.22, 4.24, 4.58
exit 3, smart agent 20, -20.44, 1.45, 4.60
exit 1, smart agent 15, 20.44, 1.45, 4.62
exit 2, smart agent 17, 20.44, 3.20, 4.68
exit 4, smart agent 22, -20.44, 3.20, 4.72
door 8, smart agent 10, -12.89, -26.43, 4.76
stair 1:F2, smart agent 7, 1.28, -17.07, 4.76
stair 1:F1, smart agent 7, 1.22, 4.24, 4.76
door 13, smart agent 9, -3.89, -26.55, 4.88
exit 1, smart agent 16, 20.44, 1.45, 4.92
exit 2, smart agent 18, 20.44, 3.20, 4.98
door 9, smart agent 5, 13.11, -26.55, 5.00
door 16, smart agent 8, -12.89, -23.43, 5.00
module node 23, smart agent 19, -13.00, 2.33, 5.12
door 11, smart agent 6, 13.11, -23.43, 5.14
door 13, smart agent 9, -3.89, -26.55, 5.30
door 16, smart agent 8, -12.89, -23.43, 5.40
door 11, smart agent 3, 13.11, -23.43, 5.40
door 9, smart agent 4, 13.11, -26.55, 5.44
door 26, smart agent 2, -0.38, 6.77, 5.48
door 14, smart agent 10, -12.89, -26.55, 5.50
door 9, smart agent 5, 13.11, -26.55, 5.60
door 11, smart agent 6, 13.11, -23.43, 5.62
door 13, smart agent 9, -3.89, -26.55, 5.64
door 16, smart agent 8, -12.89, -23.43, 5.74
door 26, smart agent 7, -0.38, 6.77, 5.82
door 14, smart agent 10, -12.89, -26.55, 5.88
module node 4, smart agent 6, 13.11, -24.99, 5.96
door 9, smart agent 4, 13.11, -26.55, 5.96
module node 20, smart agent 1, -4.00, 2.33, 6.20
door 14, smart agent 10, -12.89, -26.55, 6.20
module node 4, smart agent 4, 13.11, -24.99, 6.24
door 4, smart agent 6, 13.11, -26.43, 6.48
door 9, smart agent 5, 13.11, -26.55, 6.50
door 25, smart agent 2, -0.38, 6.89, 6.54
module node 9, smart agent 9, -6.89, -24.99, 6.56
door 1, smart agent 3, 10.11, -23.55, 6.60
door 14, smart agent 10, -12.89, -26.55, 6.62
door 3, smart agent 4, 13.11, -23.55, 6.72
door 25, smart agent 7, -0.38, 6.89, 6.76
door 25, smart agent 2, -0.38, 6.89, 6.76
door 25, smart agent 2, -0.38, 6.89, 6.84
door 25, smart agent 2, -0.38, 6.89, 6.88
door 26, smart agent 2, -0.38, 6.77, 6.94
door 14, smart agent 10, -12.89, -26.55, 7.04
module node 8, smart agent 8, -9.89, -24.99, 7.04
door 25, smart agent 7, -0.38, 6.89, 7.16
exit 4, smart agent 21, -20.44, 3.20, 7.20
door 9, smart agent 6, 13.11, -26.55, 7.22
exit 3, smart agent 13, -20.44, 1.45, 7.24
door 25, smart agent 7, -0.38, 6.89, 7.26
door 25, smart agent 7, -0.38, 6.89, 7.30
door 26, smart agent 7, -0.38, 6.77, 7.32
door 2, smart agent 5, 10.11, -26.43, 7.34
door 1, smart agent 3, 10.11, -23.55, 7.36
exit 3, smart agent 19, -20.44, 1.45, 7.38
door 11, smart agent 4, 13.11, -23.43, 7.54
door 9, smart agent 6, 13.11, -26.55, 7.68
module node 8, smart agent 10, -9.89, -24.99, 7.96
door 11, smart agent 4, 13.11, -23.43, 7.96
door 2, smart agent 5, 10.11, -26.43, 8.02
door 9, smart agent 6, 13.11, -26.55, 8.08
door 12, smart agent 3, 10.11, -23.43, 8.10
door 11, smart agent 4, 13.11, -23.43, 8.30
door 8, smart agent 9, -12.89, -26.43, 8.38
door 12, smart agent 3, 10.11, -23.43, 8.46
door 12, smart agent 3, 10.11, -23.43, 8.72
door 10, smart agent 5, 10.11, -26.55, 8.76
door 5, smart agent 8, -3.89, -23.55, 8.98
door 8, smart agent 9, -12.89, -26.43, 9.04
door 12, smart agent 3, 10.11, -23.43, 9.14
door 10, smart agent 5, 10.11, -26.55, 9.14
module node 20, smart agent 2, -4.00, 2.33, 9.16
door 5, smart agent 8, -3.89, -23.55, 9.50
door 12, smart agent 3, 10.11, -23.43, 9.50
door 10, smart agent 5, 10.11, -26.55, 9.52
exit 4, smart agent 12, -20.44, 3.20, 9.54
module node 20, smart agent 7, -4.00, 2.33, 9.58
door 14, smart agent 9, -12.89, -26.55, 9.74
module node 3, smart agent 3, 10.11, -24.99, 9.82
door 2, smart agent 6, 10.11, -26.43, 9.86
door 10, smart agent 5, 10.11, -26.55, 9.86
door 6, smart agent 10, -3.89, -26.43, 9.88
door 1, smart agent 4, 10.11, -23.55, 9.94
exit 3, smart agent 14, -20.44, 1.45, 9.94
module node 22, smart agent 2, -7.00, 2.33, 10.02
door 14, smart agent 9, -12.89, -26.55, 10.06
exit 4, smart agent 11, -20.44, 3.20, 10.12
door 15, smart agent 8, -3.89, -23.43, 10.16
door 10, smart agent 5, 10.11, -26.55, 10.36
door 2, smart agent 3, 10.11, -26.43, 10.40
door 14, smart agent 9, -12.89, -26.55, 10.42
module node 22, smart agent 7, -7.00, 2.33, 10.44
door 2, smart agent 6, 10.11, -26.43, 10.60
module node 10, smart agent 9, -12.89, -24.99, 10.60
door 1, smart agent 4, 10.11, -23.55, 10.64
door 15, smart agent 8, -3.89, -23.43, 10.70
module node 3, smart agent 5, 10.11, -24.99, 10.72
module node 21, smart agent 2, -10.00, 2.33, 10.90
exit 4, smart agent 1, -20.44, 3.20, 10.90
module node 7, smart agent 8, -3.89, -24.99, 10.98
door 7, smart agent 9, -12.89, -23.55, 11.10
door 10, smart agent 3, 10.11, -26.55, 11.16
door 1, smart agent 5, 10.11, -23.55, 11.18
door 10, smart agent 6, 10.11, -26.55, 11.24
module node 21, smart agent 7, -10.00, 2.33, 11.30
door 12, smart agent 4, 10.11, -23.43, 11.36
door 6, smart agent 8, -3.89, -26.43, 11.44
door 10, smart agent 3, 10.11, -26.55, 11.68
door 12, smart agent 4, 10.11, -23.43, 11.70
door 10, smart agent 6, 10.11, -26.55, 11.78
door 16, smart agent 9, -12.89, -23.43, 11.88
door 12, smart agent 5, 10.11, -23.43, 12.00
door 12, smart agent 4, 10.11, -23.43, 12.10
door 13, smart agent 8, -3.89, -26.55, 12.22
door 16, smart agent 9, -12.89, -23.43, 12.28
door 12, smart agent 4, 10.11, -23.43, 12.38
door 12, smart agent 5, 10.11, -23.43, 12.58
module node 2, smart agent 3, 7.11, -24.99, 12.58
room node 1, smart agent 10, 0.05, -19.06, 12.58
door 16, smart agent 9, -12.89, -23.43, 12.64
door 12, smart agent 4, 10.11, -23.43, 12.74
door 13, smart agent 8, -3.89, -26.55, 12.76
module node 2, smart agent 6, 7.11, -24.99, 12.92
module node 10, smart agent 9, -12.89, -24.99, 12.96
door 12, smart agent 5, 10.11, -23.43, 12.98
door 12, smart agent 4, 10.11, -23.43, 13.16
module node 7, smart agent 8, -3.89, -24.99, 13.20
stair 1:F2, smart agent 10, 1.28, -17.07, 13.22
stair 1:F1, smart agent 10, 1.22, 4.24, 13.22
module node 1, smart agent 3, 4.11, -24.99, 13.44
module node 3, smart agent 4, 10.11, -24.99, 13.46
door 7, smart agent 9, -12.89, -23.55, 13.48
module node 1, smart agent 6, 4.11, -24.99, 13.72
exit 4, smart agent 2, -20.44, 3.20, 13.92
door 2, smart agent 4, 10.11, -26.43, 14.10
door 26, smart agent 10, -0.38, 6.77, 14.22
exit 3, smart agent 7, -20.44, 1.45, 14.34
module node 2, smart agent 5, 7.11, -24.99, 14.58
module node 8, smart agent 9, -9.89, -24.99, 14.80
door 10, smart agent 4, 10.11, -26.55, 14.92
