Object Name, Agent Name, Position-X, Position-Z, Time (Seconds)
room node 22, smart agent 22, -16.00, 8.33, 0.00
room node 20, smart agent 20, -16.00, -3.67, 0.00
room node 10, smart agent 10, -15.89, -18.99, 0.00
room node 8, smart agent 8, -15.89, -30.99, 0.00
room node 21, smart agent 21, -7.00, 8.33, 0.00
room node 19, smart agent 19, -7.00, -3.67, 0.00
room node 9, smart agent 9, -6.89, -18.99, 0.00
room node 7, smart agent 7, -6.89, -30.99, 0.00
room node 14, smart agent 14, -1.19, -6.09, 0.00
room node 11, smart agent 11, -1.14, 10.71, 0.00
room node 1, smart agent 1, 0.05, -19.06, 0.00
room node 2, smart agent 2, 0.17, -32.00, 0.00
room node 13, smart agent 13, 1.22, -1.66, 0.00
room node 12, smart agent 12, 1.43, 6.73, 0.00
room node 16, smart agent 16, 7.00, -3.67, 0.00
room node 18, smart agent 18, 7.00, 8.33, 0.00
room node 4, smart agent 4, 7.11, -30.99, 0.00
room node 6, smart agent 6, 7.11, -18.99, 0.00
room node 15, smart agent 15, 16.00, -3.67, 0.00
room node 17, smart agent 17, 16.00, 8.33, 0.00
room node 3, smart agent 3, 16.11, -30.99, 0.00
room node 5, smart agent 5, 16.11, -18.99, 0.00
stair 1:F2, smart agent 1, 1.28, -17.07, 0.94
stair 1:F1, smart agent 1, 1.22, 4.24, 0.94
stair 1:F2, smart agent 1, 1.28, -17.07, 0.94
stair 1:F1, smart agent 1, 1.22, 4.24, 0.94
stair 1:F1, smart agent 12, 1.22, 4.24, 1.00
stair 1:F1, smart agent 12, 1.22, 4.24, 1.00
stair 1:F1, smart agent 12, 1.22, 4.24, 1.00
stair 1:F1, smart agent 12, 1.22, 4.24, 1.00
door 28, smart agent 13, 0.19, 0.20, 1.02
door 27, smart agent 13, 0.06, 0.20, 1.14
stair 1:F1, smart agent 1, 1.22, 4.24, 1.34
stair 1:F1, smart agent 1, 1.22, 4.24, 1.34
stair 1:F1, smart agent 1, 1.22, 4.24, 1.34
stair 1:F1, smart agent 1, 1.22, 4.24, 1.34
door 30, smart agent 14, -0.50, -2.61, 1.36
door 29, smart agent 14, -0.50, -2.48, 1.40
door 25, smart agent 11, -0.38, 6.89, 1.46
door 26, smart agent 11, -0.38, 6.77, 1.50
door 15, smart agent 9, -3.89, -23.43, 1.88
door 38, smart agent 22, -13.00, 3.89, 1.88
door 36, smart agent 20, -13.00, 0.77, 1.88
door 14, smart agent 8, -12.89, -26.55, 1.88
door 16, smart agent 10, -12.89, -23.43, 1.88
door 35, smart agent 19, -4.00, 0.77, 1.88
door 13, smart agent 7, -3.89, -26.55, 1.88
door 34, smart agent 18, 10.00, 3.89, 1.88
door 12, smart agent 6, 10.11, -23.43, 1.88
door 31, smart agent 15, 13.00, 0.77, 1.88
door 9, smart agent 3, 13.11, -26.55, 1.88
door 37, smart agent 21, -4.00, 3.89, 1.90
door 32, smart agent 16, 10.00, 0.77, 1.92
door 10, smart agent 4, 10.11, -26.55, 1.92
door 33, smart agent 17, 13.00, 3.89, 1.92
door 11, smart agent 5, 13.11, -23.43, 1.92
door 4, smart agent 3, 13.11, -26.43, 1.94
door 23, smart agent 22, -13.00, 3.77, 1.94
door 24, smart agent 20, -13.00, 0.89, 1.94
door 7, smart agent 10, -12.89, -23.55, 1.94
door 8, smart agent 8, -12.89, -26.43, 1.94
door 22, smart agent 19, -4.00, 0.89, 1.94
door 6, smart agent 7, -3.89, -26.43, 1.94
door 17, smart agent 18, 10.00, 3.77, 1.94
door 1, smart agent 6, 10.11, -23.55, 1.94
door 20, smart agent 15, 13.00, 0.89, 1.94
door 5, smart agent 9, -3.89, -23.55, 1.94
door 18, smart agent 16, 10.00, 0.89, 1.96
door 2, smart agent 4, 10.11, -26.43, 1.96
door 19, smart agent 17, 13.00, 3.77, 1.96
door 3, smart agent 5, 13.11, -23.55, 1.96
door 21, smart agent 21, -4.00, 3.77, 1.96
door 27, smart agent 14, 0.06, 0.20, 2.28
stair 1:F1, smart agent 11, 1.22, 4.24, 2.28
stair 1:F1, smart agent 11, 1.22, 4.24, 2.28
stair 1:F1, smart agent 11, 1.22, 4.24, 2.28
stair 1:F1, smart agent 11, 1.22, 4.24, 2.28
module node 7, smart agent 7, -3.89, -24.99, 2.32
door 28, smart agent 14, 0.19, 0.20, 2.32
module node 10, smart agent 8, -12.89, -24.99, 2.36
module node 10, smart agent 10, -12.89, -24.99, 2.36
module node 3, smart agent 4, 10.11, -24.99, 2.36
module node 4, smart agent 5, 13.11, -24.99, 2.36
module node 16, smart agent 16, 10.00, 2.33, 2.38
module node 17, smart agent 17, 13.00, 2.33, 2.38
module node 4, smart agent 3, 13.11, -24.99, 2.42
module node 17, smart agent 15, 13.00, 2.33, 2.44
module node 20, smart agent 21, -4.00, 2.33, 2.46
module node 3, smart agent 6, 10.11, -24.99, 2.48
module node 7, smart agent 9, -3.89, -24.99, 2.50
module node 20, smart agent 19, -4.00, 2.33, 2.60
door 5, smart agent 7, -3.89, -23.55, 2.80
door 8, smart agent 10, -12.89, -26.43, 2.84
door 4, smart agent 5, 13.11, -26.43, 2.84
door 1, smart agent 4, 10.11, -23.55, 2.84
door 15, smart agent 7, -3.89, -23.43, 2.84
door 14, smart agent 10, -12.89, -26.55, 2.88
door 7, smart agent 8, -12.89, -23.55, 2.88
door 12, smart agent 4, 10.11, -23.43, 2.88
door 9, smart agent 5, 13.11, -26.55, 2.90
door 16, smart agent 8, -12.89, -23.43, 2.94
door 3, smart agent 3, 13.11, -23.55, 2.96
door 11, smart agent 3, 13.11, -23.43, 3.00
door 6, smart agent 9, -3.89, -26.43, 3.02
door 2, smart agent 6, 10.11, -26.43, 3.02
door 15, smart agent 7, -3.89, -23.43, 3.02
door 13, smart agent 9, -3.89, -26.55, 3.06
door 14, smart agent 10, -12.89, -26.55, 3.06
door 10, smart agent 6, 10.11, -26.55, 3.08
module node 17, smart agent 18, 13.00, 2.33, 3.10
door 14, smart agent 10, -12.89, -26.55, 3.10
door 28, smart agent 14, 0.19, 0.20, 3.14
door 27, smart agent 14, 0.06, 0.20, 3.18
door 16, smart agent 8, -12.89, -23.43, 3.22
module node 18, smart agent 17, 16.00, 2.33, 3.24
module node 17, smart agent 16, 13.00, 2.33, 3.24
module node 22, smart agent 21, -7.00, 2.33, 3.30
module node 18, smart agent 15, 16.00, 2.33, 3.38
module node 22, smart agent 19, -7.00, 2.33, 3.52
door 16, smart agent 8, -12.89, -23.43, 3.56
module node 10, smart agent 10, -12.89, -24.99, 3.62
door 11, smart agent 3, 13.11, -23.43, 3.62
door 7, smart agent 8, -12.89, -23.55, 3.68
door 3, smart agent 3, 13.11, -23.55, 3.70
door 7, smart agent 8, -12.89, -23.55, 3.78
door 15, smart agent 7, -3.89, -23.43, 3.82
door 5, smart agent 7, -3.89, -23.55, 3.86
door 9, smart agent 5, 13.11, -26.55, 3.86
door 12, smart agent 4, 10.11, -23.43, 3.88
door 13, smart agent 9, -3.89, -26.55, 3.90
door 4, smart agent 5, 13.11, -26.43, 3.92
door 1, smart agent 4, 10.11, -23.55, 3.94
door 10, smart agent 6, 10.11, -26.55, 3.94
door 6, smart agent 9, -3.89, -26.43, 3.96
door 2, smart agent 6, 10.11, -26.43, 4.00
module node 18, smart agent 16, 16.00, 2.33, 4.14
module node 21, smart agent 21, -10.00, 2.33, 4.18
module node 4, smart agent 5, 13.11, -24.99, 4.34
module node 21, smart agent 19, -10.00, 2.33, 4.38
exit 3, smart agent 20, -20.44, 1.45, 4.42
module node 8, smart agent 10, -9.89, -24.99, 4.48
module node 7, smart agent 9, -3.89, -24.99, 4.48
exit 4, smart agent 22, -20.44, 3.20, 4.48
stair 1:F2, smart agent 2, 1.28, -17.07, 4.56
stair 1:F1, smart agent 2, 1.22, 4.24, 4.56
stair 1:F2, smart agent 2, 1.28, -17.07, 4.56
stair 1:F1, smart agent 2, 1.22, 4.24, 4.56
exit 2, smart agent 17, 20.44, 3.20, 4.58
exit 1, smart agent 15, 20.44, 1.45, 4.68
module node 8, smart agent 8, -9.89, -24.99, 4.94
stair 1:F1, smart agent 2, 1.22, 4.24, 5.00
stair 1:F1, smart agent 2, 1.22, 4.24, 5.00
stair 1:F1, smart agent 2, 1.22, 4.24, 5.00
stair 1:F1, smart agent 2, 1.22, 4.24, 5.00
module node 9, smart agent 7, -6.89, -24.99, 5.14
door 1, smart agent 3, 10.11, -23.55, 5.16
door 4, smart agent 6, 13.11, -26.43, 5.20
door 12, smart agent 3, 10.11, -23.43, 5.20
door 9, smart agent 6, 13.11, -26.55, 5.26
exit 2, smart agent 18, 20.44, 3.20, 5.26
module node 23, smart agent 19, -13.00, 2.33, 5.28
door 3, smart agent 4, 13.11, -23.55, 5.30
door 11, smart agent 4, 13.11, -23.43, 5.34
door 9, smart agent 6, 13.11, -26.55, 5.42
exit 2, smart agent 16, 20.44, 3.20, 5.44
door 2, smart agent 5, 10.11, -26.43, 5.48
door 10, smart agent 5, 10.11, -26.55, 5.54
module node 9, smart agent 9, -6.89, -24.99, 5.58
door 12, smart agent 3, 10.11, -23.43, 5.90
module node 8, smart agent 7, -9.89, -24.99, 6.06
door 1, smart agent 3, 10.11, -23.55, 6.06
door 11, smart agent 4, 13.11, -23.43, 6.14
door 3, smart agent 4, 13.11, -23.55, 6.20
door 10, smart agent 5, 10.11, -26.55, 6.24
door 2, smart agent 5, 10.11, -26.43, 6.32
door 6, smart agent 10, -3.89, -26.43, 6.38
door 13, smart agent 10, -3.89, -26.55, 6.44
door 9, smart agent 6, 13.11, -26.55, 6.46
module node 4, smart agent 4, 13.11, -24.99, 6.60
exit 2, smart agent 12, 20.44, 3.20, 6.66
door 4, smart agent 6, 13.11, -26.43, 6.68
module node 3, smart agent 5, 10.11, -24.99, 6.76
door 12, smart agent 3, 10.11, -23.43, 6.90
door 1, smart agent 3, 10.11, -23.55, 7.02
door 7, smart agent 7, -12.89, -23.55, 7.06
door 4, smart agent 4, 13.11, -26.43, 7.08
door 16, smart agent 7, -12.89, -23.43, 7.12
door 9, smart agent 4, 13.11, -26.55, 7.12
door 5, smart agent 8, -3.89, -23.55, 7.18
exit 2, smart agent 1, 20.44, 3.20, 7.20
exit 4, smart agent 21, -20.44, 3.20, 7.20
door 15, smart agent 8, -3.89, -23.43, 7.22
door 9, smart agent 4, 13.11, -26.55, 7.30
door 1, smart agent 5, 10.11, -23.55, 7.32
door 9, smart agent 4, 13.11, -26.55, 7.34
module node 7, smart agent 10, -3.89, -24.99, 7.42
door 12, smart agent 5, 10.11, -23.43, 7.42
exit 3, smart agent 19, -20.44, 1.45, 7.44
door 7, smart agent 9, -12.89, -23.55, 7.50
door 16, smart agent 9, -12.89, -23.43, 7.56
module node 3, smart agent 3, 10.11, -24.99, 7.56
exit 3, smart agent 13, -20.44, 1.45, 7.56
door 9, smart agent 6, 13.11, -26.55, 7.62
door 12, smart agent 5, 10.11, -23.43, 7.66
door 4, smart agent 6, 13.11, -26.43, 7.72
door 5, smart agent 8, -3.89, -23.55, 7.84
door 1, smart agent 5, 10.11, -23.55, 7.88
exit 2, smart agent 11, 20.44, 3.20, 7.90
door 5, smart agent 10, -3.89, -23.55, 7.92
