Object Name, Agent Name, Position-X, Position-Z, Time (Seconds)
module node 10, smart agent 1, -15.18, -0.40, 0.96
door 5, smart agent 1, -13.74, -0.40, 1.44
door 5, smart agent 1, -13.74, -0.40, 2.26
module node 10, smart agent 1, -15.18, -0.40, 3.00
module node 13, smart agent 1, -18.18, 2.60, 4.50
door 8, smart agent 1, -18.18, 4.04, 4.98
door 8, smart agent 1, -18.18, 4.04, 5.20
door 8, smart agent 1, -18.18, 4.04, 6.28
module node 13, smart agent 1, -18.18, 2.60, 6.80
module node 12, smart agent 1, -21.18, -0.40, 8.40
door 7, smart agent 1, -22.62, -0.40, 8.88
door 7, smart agent 1, -22.62, -0.40, 9.74
door 7, smart agent 1, -22.62, -0.40, 10.56
module node 12, smart agent 1, -21.18, -0.40, 11.40
module node 11, smart agent 1, -18.18, -3.40, 12.96
door 6, smart agent 1, -18.18, -4.84, 13.44
door 6, smart agent 1, -18.18, -4.84, 13.66
door 6, smart agent 1, -18.18, -4.84, 14.68
door 6, smart agent 1, -18.18, -4.84, 14.90
module node 10, smart agent 1, -15.18, -0.40, 17.08
door 5, smart agent 1, -13.74, -0.40, 17.48
door 5, smart agent 1, -13.74, -0.40, 18.16
door 5, smart agent 1, -13.74, -0.40, 18.38
module node 10, smart agent 1, -15.18, -0.40, 18.84
module node 13, smart agent 1, -18.18, 2.60, 20.38
door 8, smart agent 1, -18.18, 4.04, 20.84
door 8, smart agent 1, -18.18, 4.04, 21.06
door 8, smart agent 1, -18.18, 4.04, 21.28
door 8, smart agent 1, -18.18, 4.04, 21.50
door 8, smart agent 1, -18.18, 4.04, 21.72
door 8, smart agent 1, -18.18, 4.04, 21.94
door 8, smart agent 1, -18.18, 4.04, 22.16
door 8, smart agent 1, -18.18, 4.04, 22.38
door 8, smart agent 1, -18.18, 4.04, 22.60
door 8, smart agent 1, -18.18, 4.04, 22.82
door 8, smart agent 1, -18.18, 4.04, 23.04
