Object Name, Agent Name, Position-X, Position-Z, Time (Seconds)
module node 10, smart agent 1, -15.18, -0.40, 0.96
door 5, smart agent 1, -13.74, -0.40, 1.44
module node 13, smart agent 1, -18.18, 2.60, 5.12
door 8, smart agent 1, -18.18, 4.04, 5.60
door 8, smart agent 1, -18.18, 4.04, 7.60
module node 13, smart agent 1, -18.18, 2.60, 8.04
module node 11, smart agent 1, -18.18, -3.40, 9.74
door 6, smart agent 1, -18.18, -4.84, 10.22
module node 11, smart agent 1, -18.18, -3.40, 11.10
door 6, smart agent 1, -18.18, -4.84, 12.44
door 6, smart agent 1, -18.18, -4.84, 13.16
module node 11, smart agent 1, -18.18, -3.40, 14.02
module node 12, smart agent 1, -21.18, -0.40, 16.16
door 7, smart agent 1, -22.62, -0.40, 16.64
door 7, smart agent 1, -22.62, -0.40, 18.64
door 7, smart agent 1, -22.62, -0.40, 18.66
module node 10, smart agent 1, -15.18, -0.40, 22.94
door 5, smart agent 1, -13.74, -0.40, 23.40
door 5, smart agent 1, -13.74, -0.40, 24.96
door 5, smart agent 1, -13.74, -0.40, 25.42
door 5, smart agent 1, -13.74, -0.40, 26.98
door 5, smart agent 1, -13.74, -0.40, 27.44
